Internal ID,Internal ID,Legal Name,Name,PO Num,PO Name,PO #,SO Id,SO Num,SO Name,SO #,Date,Item,Quantity,Item Rate,Item Name,Item DisplayName,Item-Price,Item-PurcDesc,Item-Description
656288,656288,TD Synnex Corporation,TD Synnex Corporation [CA],POQ6798,Purchase Order #POQ6798,PURCHORD11899,656069,SOQ7183,Sales Order #SOQ7183,SALESORD10637,2023-04-11,407-BBWL-AX,4,278.05,407-BBWL-AX,,,Axiom Dell 407-BBWL Compatible SFP+ transceiver module (equivalent to: Dell 407-BBWL) - 10 GigE - 10GBase-T - RJ-45 - up to 30 m,
656425,656425,TD Synnex Corporation,TD Synnex Corporation [CA],POQ6801,Purchase Order #POQ6801,PURCHORD11909,655853,SOQ7181,Sales Order #SOQ7181,SALESORD10634,2023-04-11,B235/DNI,1,314.98,B235/DNI,,,"Xerox B235/DNI Multifunction printer - B/W - laser - Legal (216 x 356 mm) (original) - A4/Legal (media) - up to 36 ppm (printing) - 250 sheets - 33.6 Kbps - USB 2.0, LAN, Wi-Fi(n), USB 2.0 host",
659047,659047,TD Synnex Corporation,TD Synnex Corporation [CA],POQ6831,Purchase Order #POQ6831,PURCHORD11945,655763,SOQ7176,Sales Order #SOQ7176,SALESORD10618,2023-04-11,APCRBC157,2,398.31,APCRBC157,,,"APC Replacement Battery Cartridge #157 UPS battery - 1 x battery - lead acid - 336 Wh - black - for P/N: SMC1500-2UC, SMC1500I-2UC, SMT1000RM2UC, SMT1000RMI2UC",
655746,655746,TD Synnex Corporation,TD Synnex Corporation [CA],POQ6790,Purchase Order #POQ6790,PURCHORD11880,655617,SOQ7173,Sales Order #SOQ7173,SALESORD10611,2023-04-11,V-VASVUL-0I-SU1AR-00,5,2035.12,V-VASVUL-0I-SU1AR-00,,,Veeam Availability Suite Universal License Upfront Billing License (renewal) (1 year) + Production Support - 10 instances,
655746,655746,TD Synnex Corporation,TD Synnex Corporation [CA],POQ6790,Purchase Order #POQ6790,PURCHORD11880,655617,SOQ7173,Sales Order #SOQ7173,SALESORD10611,2023-04-11,V-VASVUL-0I-SU1AR-00,5,2035.12,V-VASVUL-0I-SU1AR-00,,,Veeam Availability Suite Universal License Upfront Billing License (renewal) (1 year) + Production Support - 10 instances,
655746,655746,TD Synnex Corporation,TD Synnex Corporation [CA],POQ6790,Purchase Order #POQ6790,PURCHORD11880,655617,SOQ7173,Sales Order #SOQ7173,SALESORD10611,2023-04-11,V-VASVUL-0I-SU1YP-00,5,2035.12,V-VASVUL-0I-SU1YP-00,,,Veeam Availability Suite Universal License Upfront Billing License (1 year) + Production Support - 10 instances,
655746,655746,TD Synnex Corporation,TD Synnex Corporation [CA],POQ6790,Purchase Order #POQ6790,PURCHORD11880,655617,SOQ7173,Sales Order #SOQ7173,SALESORD10611,2023-04-11,V-VASVUL-0I-SU1MP-00,10,169.59,V-VASVUL-0I-SU1MP-00,,,Veeam Availability Suite Universal Subscription License. Includes Enterprise Plus Edition features. Subscription Upfront Billing 10 instance pack. & Production (24/7) Support - Monthly Coterm ,
658686,658686,TD Synnex Corporation,TD Synnex Corporation [CA],POQ6823,Purchase Order #POQ6823,PURCHORD11936,655099,SOQ7171,Sales Order #SOQ7171,SALESORD10607,2023-04-11,21BV0097CA,5,1449.49,21BV0097CA,,,"Lenovo ThinkPad T16 Gen 1 21BV 180-degree hinge design - Intel Core i5 1235U / 1.3 GHz - Win 10 Pro 64-bit (includes Win 11 Pro License) - Iris Xe Graphics - 16 GB RAM - 512 GB SSD TCG Opal Encryption 2, NVMe - 16"" IPS 1920 x 1200 - Wi-Fi 6E - thunder black - kbd: French",
655101,655101,TD Synnex Corporation,TD Synnex Corporation [CA],POQ6786,Purchase Order #POQ6786,PURCHORD11876,655092,SOQ7169,Sales Order #SOQ7169,SALESORD10605,2023-04-11,5506-951,1,264.65,5506-951,,,"AXIS T91G61 Camera mounting bracket - wall mountable - indoor, outdoor - for AXIS P5514, P5515, P5635, Q3709, Q6000, Q6100, Q6114, Q6115, Q6128, Q6315; Q60 Series",
655101,655101,TD Synnex Corporation,TD Synnex Corporation [CA],POQ6786,Purchase Order #POQ6786,PURCHORD11876,655092,SOQ7169,Sales Order #SOQ7169,SALESORD10605,2023-04-11,N022-01K-WH,2,169.20,N022-01K-WH,,,Tripp Lite 1000ft PVC CMR CAT5E CAT5 SOLID UTP BULK CABLE WHITE 1000' Bulk cable - 305 m - UTP - CAT 5e - solid - white,
